ccg,row_id,row_name,date,Short-acting insulins_items,Short-acting insulins_actual_cost,Intermediate and long-acting insulins_items,Intermediate and long-acting insulins_actual_cost,Sulfonylureas_items,Sulfonylureas_actual_cost,Biguanides_items,Biguanides_actual_cost,Other antidiabetic drugs_items,Other antidiabetic drugs_actual_cost,Treatment of hypoglycaemia_items,Treatment of hypoglycaemia_actual_cost,Diabetic diagnostic and monitoring agents_items,Diabetic diagnostic and monitoring agents_actual_cost
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/5/1,37,1489.02,138,5594.72,216,169.38,519,1409.24,347,10451.46,6,36.9,155,1625.32
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/6/1,37,1483.55,121,4845.33,213,159.25,494,1198.67,310,9532.34,7,116.62,149,1649.89
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/7/1,44,1872.4,130,5657.63,218,194.55,530,1532.11,347,10774.31,8,57.24,167,1746.56
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/8/1,36,1480.53,119,4814.64,211,206.32,498,1636.45,348,11583.14,5,33.46,141,1586.76
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/9/1,35,1305.4,113,4575.66,209,193.6,490,1651.34,322,9868.11,10,70.57,146,1516.76
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/10/1,44,1690.96,134,5282.76,212,205.51,509,1579.92,352,12224.83,6,46.96,153,1695.13
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/11/1,37,1559.97,113,4495.2,214,203.38,472,1417.13,338,11441.75,6,37.51,150,1406.99
36J,B83010,PARKLANDS MEDICAL PRACTICE,2024/12/1,39,1373.51,116,4822.68,203,213.5,486,1275.5,338,11598.21,5,37.1,126,1441.85
36J,B83010,PARKLANDS MEDICAL PRACTICE,2025/1/1,49,1983.47,125,5143.92,220,204.37,547,1269.71,364,11739.86,10,135.68,141,1538.1
36J,B83010,PARKLANDS MEDICAL PRACTICE,2025/2/1,30,1202.44,107,4332.37,184,179.77,463,1239.06,318,11518.34,8,57.55,135,1483.44
36J,B83010,PARKLANDS MEDICAL PRACTICE,2025/3/1,40,1706.62,121,4947.73,199,201.73,525,1330.04,357,12197.15,8,63.97,138,1266.15
36J,B83010,PARKLANDS MEDICAL PRACTICE,2025/4/1,34,1462.26,113,4774.52,203,200.9,507,1089.86,339,11607.19,4,31.98,130,1300.79
36J,B83010,PARKLANDS MEDICAL PRACTICE,2025/5/1,40,1663.84,115,4697.14,212,229.28,513,1180.63,351,12374.9,6,42.23,141,1499.94
36J,B83012,MANOR MEDICAL PRACTICE,2020/6/1,24,1078.21,64,2862.03,175,577.18,354,1688.51,131,4683.48,8,67.49,148,1862.02
36J,B83012,MANOR MEDICAL PRACTICE,2020/7/1,20,974.39,76,3841.11,200,626.31,422,2178.28,158,5701.68,9,71.5,150,2036.37
36J,B83012,MANOR MEDICAL PRACTICE,2020/8/1,20,884.49,63,2796.92,168,515.41,352,1809.2,124,4748.19,7,65.25,132,1920.85
36J,B83012,MANOR MEDICAL PRACTICE,2020/9/1,22,1063.52,73,3437.2,182,598.07,390,1946.64,162,5710.54,10,89.44,138,1596.14
36J,B83012,MANOR MEDICAL PRACTICE,2020/10/1,25,1102.66,65,3141.68,176,456.67,368,1870.02,153,5743.26,10,88.81,126,1845.17
36J,B83012,MANOR MEDICAL PRACTICE,2020/11/1,25,1212.77,63,2952.61,171,484.37,376,1851.18,145,5460.6,7,54.77,125,1648.33
36J,B83012,MANOR MEDICAL PRACTICE,2020/12/1,24,1200.66,63,2821.71,186,491.26,397,1878.63,160,6402.62,9,106.05,123,1448.39
36J,B83012,MANOR MEDICAL PRACTICE,2021/1/1,21,970.71,64,3171.17,157,370.7,314,1575.86,134,5044.55,6,54.58,113,1470.07
36J,B83012,MANOR MEDICAL PRACTICE,2021/2/1,24,1182.47,77,3604.83,186,466.64,406,1873.26,164,6224.75,7,54.6,148,1957.41
36J,B83012,MANOR MEDICAL PRACTICE,2021/3/1,26,1141.64,73,3464.14,203,489.11,415,1945.44,164,6139.9,10,87.01,148,1886.31
36J,B83012,MANOR MEDICAL PRACTICE,2021/4/1,25,1142.48,65,3126.21,171,333.71,346,1508.02,137,5337.06,8,65.59,137,1812.48
36J,B83012,MANOR MEDICAL PRACTICE,2021/5/1,30,1435.73,72,3340.43,174,391.67,367,1679.84,155,5833.42,7,58.94,140,1821.54
36J,B83012,MANOR MEDICAL PRACTICE,2021/6/1,25,1148.77,77,3756.76,198,424.13,419,1798.9,184,7495.78,7,61.3,148,2165.59
36J,B83012,MANOR MEDICAL PRACTICE,2021/7/1,25,1106.87,78,3432.05,204,341.45,383,1580.07,164,6082.03,12,98.88,148,1786.37
36J,B83012,MANOR MEDICAL PRACTICE,2021/8/1,24,1033.23,72,3297.12,178,343.58,364,1517.62,152,6126.86,9,77.4,140,1845.93
36J,B83012,MANOR MEDICAL PRACTICE,2021/9/1,27,1204.65,73,3366.3,212,353.07,397,1908.12,171,6069.01,9,78.8,155,1725.51
36J,B83012,MANOR MEDICAL PRACTICE,2021/10/1,30,1489.51,90,3886.49,217,336.27,412,1565.65,181,6637.68,10,96.13,164,2201.87
36J,B83012,MANOR MEDICAL PRACTICE,2021/11/1,21,883.92,84,4163.88,194,331.92,381,1562.9,187,7109.84,9,73.86,160,1774.72
36J,B83012,MANOR MEDICAL PRACTICE,2021/12/1,25,1218.72,74,2849.09,202,338.93,387,1514.13,166,6163.26,8,71.02,168,2246.85
36J,B83012,MANOR MEDICAL PRACTICE,2022/1/1,28,1151.49,81,3401.22,184,260.86,393,1657.33,184,6824.4,10,87.19,147,1716.43
36J,B83012,MANOR MEDICAL PRACTICE,2022/2/1,26,1194.55,68,3300.63,178,258.56,356,1289.56,162,6008.81,10,90.24,174,2141.66
36J,B83012,MANOR MEDICAL PRACTICE,2022/3/1,24,1094.61,95,4156.85,208,318.68,429,1636.22,188,7329,13,117.77,177,1956.89
36J,B83012,MANOR MEDICAL PRACTICE,2022/4/1,26,1165.09,80,3359.51,190,249.52,387,1619.2,211,7541.26,11,91.25,184,2268.14
36J,B83012,MANOR MEDICAL PRACTICE,2022/5/1,20,884.61,84,4006.05,199,289.5,419,1888.55,226,7919.75,11,103.21,174,2320.08
36J,B83012,MANOR MEDICAL PRACTICE,2022/6/1,26,1349.13,78,3260.02,174,254.64,394,1744.63,194,7255.18,11,102.69,175,1945.13
36J,B83012,MANOR MEDICAL PRACTICE,2022/7/1,25,1102.47,89,3759.89,196,271.61,416,1576.35,249,8058.54,15,127.11,186,2281.8
36J,B83012,MANOR MEDICAL PRACTICE,2022/8/1,25,1177.65,92,3925.63,207,288.72,407,1877.72,220,7518.12,7,54.8,175,2282.86
36J,B83012,MANOR MEDICAL PRACTICE,2022/9/1,29,1250.7,107,4636.3,220,298.9,404,2164.68,243,8894.65,8,65.59,189,2266.05
36J,B83012,MANOR MEDICAL PRACTICE,2022/10/1,22,1121.82,93,3736.53,187,256.14,392,1636.01,247,8219.98,6,47.76,162,1719.31
36J,B83012,MANOR MEDICAL PRACTICE,2022/11/1,22,997.68,70,2860.29,189,236.08,414,2076.61,221,8036.52,11,88.07,151,1745.13
36J,B83012,MANOR MEDICAL PRACTICE,2022/12/1,25,1178.96,94,4106.88,216,287.54,440,2249.76,268,9202.35,8,63.83,179,2031.38
36J,B83012,MANOR MEDICAL PRACTICE,2023/1/1,27,1305.63,82,2884.63,212,298.36,429,2088.96,262,9409.96,12,109.63,164,1854.7
36J,B83012,MANOR MEDICAL PRACTICE,2023/2/1,24,1157.89,95,4037.16,204,289.53,448,2257.93,266,9249.8,6,59.05,174,1811.51
36J,B83012,MANOR MEDICAL PRACTICE,2023/3/1,22,1057.79,89,3954.72,208,284.8,453,2355.96,284,10523.96,12,93,181,2084.86
36J,B83012,MANOR MEDICAL PRACTICE,2023/4/1,25,1073.54,85,3568.77,190,244.59,464,1734.59,280,9327.33,9,92.49,162,1790.35
36J,B83012,MANOR MEDICAL PRACTICE,2023/5/1,20,826.01,91,3830.54,215,276.93,467,2113.24,309,11198.89,7,61.95,197,2475.86
36J,B83012,MANOR MEDICAL PRACTICE,2023/6/1,30,1516.3,106,4519.07,197,241.98,478,2033.78,313,10885.84,7,68.34,180,1809.19
36J,B83012,MANOR MEDICAL PRACTICE,2023/7/1,24,1169.67,93,3543.5,197,272.2,472,2396.08,303,10829.91,15,126.72,176,2249.48
36J,B83012,MANOR MEDICAL PRACTICE,2023/8/1,20,959.97,101,4073.59,200,231.26,475,1986.32,348,10974.09,7,72.13,169,1924.61
36J,B83012,MANOR MEDICAL PRACTICE,2023/9/1,24,914.97,102,4158.78,214,256.88,494,2494.1,351,11749.4,8,71.66,182,2116.5
36J,B83012,MANOR MEDICAL PRACTICE,2023/10/1,27,1196.75,115,4561.58,215,216.26,501,2120.44,323,10403.88,6,55.21,173,1882.53
36J,B83012,MANOR MEDICAL PRACTICE,2023/11/1,23,864.82,85,3711.86,212,240.9,507,2150.57,325,10614.12,9,68.88,173,2126.26
36J,B83012,MANOR MEDICAL PRACTICE,2023/12/1,25,1044.22,87,3284.01,197,223.99,465,1746.32,330,10843.45,9,90.31,158,1779.79
36J,B83012,MANOR MEDICAL PRACTICE,2024/1/1,27,1297.54,108,4518.52,199,207.88,503,2457.48,364,11372.45,6,55.55,165,1735.93
36J,B83012,MANOR MEDICAL PRACTICE,2024/2/1,27,1167.97,93,3346.87,224,254.26,505,2193.66,345,11595.83,10,82.03,168,1891.67
36J,B83012,MANOR MEDICAL PRACTICE,2024/3/1,23,1170.64,87,3350.41,205,217.68,461,2328.17,318,11475.37,5,48.72,171,1739.2
36J,B83012,MANOR MEDICAL PRACTICE,2024/4/1,25,1224.23,90,3767.04,216,195.03,490,1958.72,356,10737.85,12,127.63,157,1944.14
36J,B83012,MANOR MEDICAL PRACTICE,2024/5/1,30,1508.74,96,3729.23,227,223.75,539,2306.76,369,12589.66,15,128.05,187,1794.97
36J,B83012,MANOR MEDICAL PRACTICE,2024/6/1,28,1305.3,99,4094.86,206,183.88,463,1639.07,325,10342.93,11,103.31,188,1999.75
36J,B83012,MANOR MEDICAL PRACTICE,2024/7/1,33,1474.54,131,5393.95,238,229.1,565,1905.4,454,15118.42,16,159.88,203,1979.39
36J,B83012,MANOR MEDICAL PRACTICE,2024/8/1,35,1424.69,108,4496.12,214,256.6,581,2569.3,410,14590.67,17,162.62,209,2185.17
36J,B83012,MANOR MEDICAL PRACTICE,2024/9/1,37,1759.46,109,4423.03,238,288.18,560,2289.77,440,15040.65,13,127.89,208,1933
36J,B83012,MANOR MEDICAL PRACTICE,2024/10/1,29,1478.34,121,4841.35,208,230.98,552,2130.36,406,13696.17,17,157.6,189,1770.29
36J,B83012,MANOR MEDICAL PRACTICE,2024/11/1,30,1447.98,112,4687.97,218,251.18,570,2850.1,426,15674.77,10,93.25,197,2053.73
36J,B83012,MANOR MEDICAL PRACTICE,2024/12/1,38,1561.66,111,4518.58,231,233.02,597,2131.45,437,14895.6,11,107.17,189,1904.43
36J,B83012,MANOR MEDICAL PRACTICE,2025/1/1,26,1128.61,109,4521.91,249,267.12,594,2090.66,473,17122.45,8,87.03,177,1659.15
36J,B83012,MANOR MEDICAL PRACTICE,2025/2/1,30,1229.34,111,4490.36,219,230.43,501,1838.89,405,13843.95,7,71.92,176,1712.52
36J,B83012,MANOR MEDICAL PRACTICE,2025/3/1,28,1295.21,104,4000.9,250,265.44,603,2070.38,498,16670,8,75.5,190,1691
36J,B83012,MANOR MEDICAL PRACTICE,2025/4/1,41,1970.06,105,4711.1,247,312.99,566,1960.48,434,15467.36,8,61,192,1977.87
36J,B83012,MANOR MEDICAL PRACTICE,2025/5/1,24,1116.73,93,4060.78,228,243.9,556,1637.14,492,16630.28,6,52.41,158,1538.52
36J,B83014,BINGLEY MEDICAL PRACTICE,2020/6/1,39,1585.97,69,3349.46,139,500.67,220,1311.24,135,4425.53,2,17.39,118,2451.41
36J,B83014,BINGLEY MEDICAL PRACTICE,2020/7/1,40,1979.32,81,3221.78,133,548.53,249,1528.79,138,4946.02,4,34.78,128,2626.7
36J,B83014,BINGLEY MEDICAL PRACTICE,2020/8/1,34,1298.72,68,2937.26,114,435.22,222,1294.44,137,4308.52,8,129.41,105,2557.29
36J,B83014,BINGLEY MEDICAL PRACTICE,2020/9/1,42,1674.5,84,3806.38,119,463.71,245,1490.14,140,5064.56,5,56.19,142,2792.29
36J,B83014,BINGLEY MEDICAL PRACTICE,2020/10/1,44,1882.88,74,3461.93,128,453.57,232,1288.04,124,4017.71,2,76.87,121,2609.03
36J,B83014,BINGLEY MEDICAL PRACTICE,2020/11/1,44,2023.37,86,4042.78,106,374.43,223,1250.9,119,4127.59,4,47.85,94,2389.83
36J,B83014,BINGLEY MEDICAL PRACTICE,2020/12/1,35,1450.01,89,3407.32,123,431.12,251,1323,132,4519.98,4,53.23,131,2691.39
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/1/1,40,1868.94,86,3736.18,107,365.26,222,1241.29,114,4231.29,1,6.68,112,2395.3
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/2/1,37,1473.03,79,3669,120,413.13,220,1135.99,115,3966.27,4,52.25,124,2597.77
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/3/1,39,1958.31,93,3925.49,121,397.3,235,1340.36,119,4444.99,7,126.71,126,2450.69
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/4/1,37,1717,84,3610.96,123,371.67,236,1136.9,118,4980.01,11,162.16,124,2572.74
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/5/1,49,2413.74,84,3625.45,87,300.29,220,1110.93,105,3656.07,4,54.86,109,2527.74
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/6/1,40,1830.62,85,3421.02,114,382.47,231,1225.06,144,5979.45,8,104.47,112,2343.15
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/7/1,42,1925.85,90,4125.02,121,354.36,227,1104.04,146,6446.93,5,104.89,119,2870.11
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/8/1,34,1328.14,74,3316.55,116,326.05,221,1080.92,120,4809,4,32.81,97,1809.53
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/9/1,47,2219.19,93,4134.33,111,346.96,229,1280.41,143,6144.32,9,97.56,126,2734.51
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/10/1,36,1451.44,78,3544.45,93,254.55,200,881.84,124,5597.6,9,154.81,91,2117.93
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/11/1,42,1906.05,84,3681.75,119,357.04,216,1025.95,144,6485.14,5,80.7,106,2380.84
36J,B83014,BINGLEY MEDICAL PRACTICE,2021/12/1,46,1953.89,87,3685.13,111,299.9,271,1495.22,160,6862.06,5,89.02,111,2343.93
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/1/1,37,1618.06,74,3091.68,97,231.22,234,990.91,149,7011.68,8,79.34,103,2007.77
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/2/1,44,1918.02,85,3781.25,95,218.42,207,854.11,139,6551.18,9,140.93,96,2093.66
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/3/1,41,1716.83,97,4290.75,113,265.74,262,1197.08,174,8529.76,11,165.11,117,2506.11
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/4/1,40,1757.01,73,3493.97,106,248.09,235,947.75,165,7761.24,5,100.26,103,1892.02
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/5/1,41,1575.09,79,3352.75,97,218.76,246,1244.01,184,9680.99,7,93.46,109,2431.19
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/6/1,48,2087.25,88,3617.15,110,238.17,235,1153.09,185,9618.35,13,214.8,98,1875.58
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/7/1,39,1508.67,58,2613.91,102,210.02,239,1102.86,205,9247.12,9,139,99,1981.04
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/8/1,51,1998.57,71,3447.94,94,212.67,240,1115.04,221,11121.32,7,107.48,112,2021.06
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/9/1,47,2107.51,79,3541.76,100,210.76,240,1555.2,199,9189.74,5,90.12,85,1860.35
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/10/1,45,1670,81,3658.11,87,187.95,233,1296.14,203,10017.88,6,133.75,99,1734.34
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/11/1,46,2140.61,80,3623.66,102,220.57,232,1260.49,209,10229.78,4,82.81,95,1612.74
36J,B83014,BINGLEY MEDICAL PRACTICE,2022/12/1,52,1990.15,84,3822.23,92,206.25,247,1157.96,217,11144.15,4,39.94,98,1704.4
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/1/1,52,2295.47,89,4131.39,84,200.06,258,1751.48,217,11082.56,10,183.23,107,1781.75
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/2/1,42,1526.2,77,3386.07,92,200.53,230,1154.7,198,10068.71,6,198.37,96,1589.65
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/3/1,54,2188.35,92,4173.83,114,239.88,295,1873.59,243,12309.12,9,109.22,124,1973.2
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/4/1,46,2037.26,93,4031.7,105,212.97,245,1054.42,238,12777.73,11,269.92,95,1435.91
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/5/1,45,1952.83,78,3355.74,89,190.57,264,1368.88,235,12391.94,4,103.54,82,1199.49
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/6/1,48,1935.65,95,4125.29,98,189.8,278,1260.25,238,12586.85,9,197.9,111,1941.06
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/7/1,49,2041.09,85,3566.82,87,188.68,283,1448.92,251,13287.97,8,168.41,99,1676.82
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/8/1,49,1984.4,76,3189.81,93,170.45,276,1343.06,214,11013.78,3,160.25,87,1189.67
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/9/1,45,1801.36,105,4353.43,94,167.27,276,1352.6,236,12414.1,9,209.96,94,1465.33
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/10/1,49,2180.16,88,3475.19,92,169.43,258,1241.48,222,11525.92,7,101.03,106,1740.77
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/11/1,52,1987.57,94,3983.69,91,157.86,295,1424.82,228,11485.49,10,366.71,97,1445.12
36J,B83014,BINGLEY MEDICAL PRACTICE,2023/12/1,51,2046.69,96,4185.12,88,169.98,289,1571.32,256,13009.46,6,211.78,101,1385.06
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/1/1,54,2139.95,98,4263.91,91,166.15,290,1186.08,238,11298.43,8,338.58,115,1644.64
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/2/1,52,2102.48,86,3583.68,85,178.84,287,1491.12,237,11997.75,15,349.34,89,1401.59
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/3/1,48,1938.24,90,4195.73,82,139.63,276,1564.03,232,11508.76,10,221.94,91,1284.84
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/4/1,60,2814.94,102,4387.11,89,163.1,287,1504.91,244,12170.53,5,191.54,91,1279.62
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/5/1,47,2074.95,95,3849.66,87,150.87,294,1122.99,255,12980.57,8,224.99,89,1229.58
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/6/1,50,2007.4,97,4097.66,75,160.63,276,1380.02,239,12294.2,13,312.26,98,1462.44
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/7/1,58,2366.64,98,4075.46,85,142.14,291,1350.72,264,13229.77,5,210.14,103,1265.29
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/8/1,50,2125.33,90,3862.76,85,200.44,292,1610.05,278,14283.87,13,416.93,96,1352.26
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/9/1,62,2473.7,88,4060.72,75,140.26,286,1504.99,272,13246.3,12,361.09,103,1517.07
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/10/1,57,2500.14,92,3798.29,79,177.77,308,1552.45,278,13743.69,6,517.27,91,990.27
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/11/1,51,2228.01,87,3926.72,82,127.15,276,1184.77,276,14515.6,11,416.12,79,1209.89
36J,B83014,BINGLEY MEDICAL PRACTICE,2024/12/1,55,2514.83,90,3960.65,75,188.85,292,1415.82,306,15805.91,3,113.85,82,907.72
36J,B83014,BINGLEY MEDICAL PRACTICE,2025/1/1,45,1774.11,91,3866.17,78,124.08,292,1077.57,290,15101.59,9,655.06,91,1137.98
36J,B83014,BINGLEY MEDICAL PRACTICE,2025/2/1,48,2108.04,88,3794,77,201.96,272,1128.73,291,15023.04,3,331.34,72,908.28
36J,B83014,BINGLEY MEDICAL PRACTICE,2025/3/1,55,2334.32,77,3499.12,82,180.44,281,984.08,286,15062.04,12,386.19,80,1065.86
36J,B83014,BINGLEY MEDICAL PRACTICE,2025/4/1,42,1832.1,77,3409.62,100,173.46,298,1334.3,295,15046.74,5,305.38,76,751.35
36J,B83014,BINGLEY MEDICAL PRACTICE,2025/5/1,51,1960.51,82,3348.78,89,159.16,280,1386.77,314,17083.45,7,332.49,87,1042.5
36J,B83015,TONG MEDICAL PRACTICE,2020/6/1,28,1322.62,91,4601.62,168,447.8,247,977.51,184,4995.81,5,63.7,130,2167.66
36J,B83015,TONG MEDICAL PRACTICE,2020/7/1,23,1099.25,92,4372.75,169,389.3,260,1014.72,194,4962.39,9,99.93,123,1984.76
36J,B83015,TONG MEDICAL PRACTICE,2020/8/1,19,686.27,82,4013.59,129,336.54,207,953.49,134,4015.89,7,68.43,107,2000.97
36J,B83015,TONG MEDICAL PRACTICE,2020/9/1,18,910.28,80,3995.1,153,362.65,256,1030.43,177,4406.33,3,35.6,114,1754.01
36J,B83015,TONG MEDICAL PRACTICE,2020/10/1,23,996.96,79,3680.56,136,314.37,228,941.98,141,4632.73,6,56.72,107,1729.57
36J,B83015,TONG MEDICAL PRACTICE,2020/11/1,25,1158.85,87,4302.99,151,379.44,230,899.47,120,3919.44,8,99.45,136,2251.47
36J,B83015,TONG MEDICAL PRACTICE,2020/12/1,22,900.33,83,4171.01,166,342.66,254,1073.16,206,5117.13,4,33.34,114,1828.07
36J,B83015,TONG MEDICAL PRACTICE,2021/1/1,23,1086.28,89,4386.69,122,287.23,222,920.71,121,4023.21,6,85.3,104,1816.45
36J,B83015,TONG MEDICAL PRACTICE,2021/2/1,15,815.66,75,4172.88,115,268.64,219,936.92,120,4040.01,3,35.71,103,1790.96
36J,B83015,TONG MEDICAL PRACTICE,2021/3/1,21,873.13,97,4345.71,148,358.49,269,1085.86,139,5120.01,3,30.47,121,1818.42
36J,B83015,TONG MEDICAL PRACTICE,2021/4/1,22,1061.56,82,4187.59,118,234.12,231,880.22,137,5221.31,4,61.53,111,1789.3
36J,B83015,TONG MEDICAL PRACTICE,2021/5/1,20,787.25,78,3441.32,120,260.52,208,812.57,120,4544.64,3,50.53,106,1767.57
36J,B83015,TONG MEDICAL PRACTICE,2021/6/1,23,1118.74,99,4892.22,125,251.23,244,938.58,148,6057.34,7,112.02,126,1990.79
36J,B83015,TONG MEDICAL PRACTICE,2021/7/1,13,474.42,84,3615.3,127,249.37,225,825.82,137,5288.39,6,55.55,109,2004.9
36J,B83015,TONG MEDICAL PRACTICE,2021/8/1,27,1254.15,88,4045.75,114,199.07,244,908.3,134,5394.46,5,59.93,115,2159.84
36J,B83015,TONG MEDICAL PRACTICE,2021/9/1,20,824.97,100,3864.03,115,226.64,237,873.87,138,5570.17,6,83.96,97,1604.74
36J,B83015,TONG MEDICAL PRACTICE,2021/10/1,17,758.26,84,3959.67,132,234.99,251,865.32,152,6232.66,3,40.07,126,1908.77
36J,B83015,TONG MEDICAL PRACTICE,2021/11/1,21,820.49,93,3716.19,110,194.49,236,834.77,135,5785.26,5,55.82,126,1946.02
36J,B83015,TONG MEDICAL PRACTICE,2021/12/1,23,1077.92,95,4375.24,113,202.23,248,816.12,148,6248.57,9,98.34,126,2055.8
36J,B83015,TONG MEDICAL PRACTICE,2022/1/1,21,973.04,88,3638.18,116,177.89,250,815.81,151,6528.41,9,116.63,111,1967.09
36J,B83015,TONG MEDICAL PRACTICE,2022/2/1,18,831.63,75,3609.38,102,165.51,211,662.55,137,5763.06,11,172.12,118,1936.02
36J,B83015,TONG MEDICAL PRACTICE,2022/3/1,19,931.33,91,3777.75,114,174.11,267,843.04,175,7739.74,9,111.91,119,1977.49
36J,B83015,TONG MEDICAL PRACTICE,2022/4/1,18,830.71,91,3608.67,102,162.06,216,622.43,150,6539.63,8,147.21,109,1713.6
36J,B83015,TONG MEDICAL PRACTICE,2022/5/1,29,1328.09,78,3370.35,107,175.05,240,749.32,158,6561.64,9,126.8,118,2056.07
36J,B83015,TONG MEDICAL PRACTICE,2022/6/1,23,1000.82,95,3863.2,104,152.76,216,660.57,162,6787.94,4,64.42,104,1762.58
36J,B83015,TONG MEDICAL PRACTICE,2022/7/1,29,1289.79,77,3388.64,90,136.63,240,777.56,184,8388.96,10,170.14,104,1566.64
36J,B83015,TONG MEDICAL PRACTICE,2022/8/1,26,1090.97,85,3781.74,105,152.6,249,773.56,175,7657.81,7,106.88,117,1728.35
36J,B83015,TONG MEDICAL PRACTICE,2022/9/1,30,1386.08,89,4093.29,102,149.87,270,895.94,197,8333.29,9,128.45,119,1937.75
36J,B83015,TONG MEDICAL PRACTICE,2022/10/1,23,1085.46,75,3246.49,98,148.83,221,744.48,166,7529.9,6,95.71,114,1851.19
36J,B83015,TONG MEDICAL PRACTICE,2022/11/1,27,1225.26,80,3851.4,100,146.94,270,1008.08,201,9126.46,8,107.21,120,1773.36
36J,B83015,TONG MEDICAL PRACTICE,2022/12/1,33,1517.19,93,4347.01,112,159.22,268,952.1,196,8192.2,5,89.42,117,1640.09
36J,B83015,TONG MEDICAL PRACTICE,2023/1/1,21,1013.49,74,3737.87,99,148.92,272,944.2,201,8360.44,8,93.48,114,1716.83
36J,B83015,TONG MEDICAL PRACTICE,2023/2/1,29,1384.92,79,3581.86,89,131.39,245,751.59,188,8184.69,8,127.35,120,1543.85
36J,B83015,TONG MEDICAL PRACTICE,2023/3/1,25,1120.95,82,3759.81,93,141.92,255,990.42,199,8481.63,6,56.11,124,1709.07
36J,B83015,TONG MEDICAL PRACTICE,2023/4/1,23,963.77,73,3265.34,85,135.12,243,916.04,199,8378.36,9,121.43,124,1298.84
36J,B83015,TONG MEDICAL PRACTICE,2023/5/1,28,1264.78,71,3199.68,76,116.44,249,904.86,217,9379.63,2,33.74,114,1302.07
36J,B83015,TONG MEDICAL PRACTICE,2023/6/1,26,1332.86,80,3965.93,88,121.51,259,952.97,227,10471.01,8,83.49,129,1638.36
36J,B83015,TONG MEDICAL PRACTICE,2023/7/1,24,1174.29,69,3445.48,76,122.38,252,733.9,213,8856.52,10,102.81,109,1351.46
36J,B83015,TONG MEDICAL PRACTICE,2023/8/1,22,1180.71,73,3535.64,87,118.99,272,712.69,251,10736.27,6,68.61,117,1538.39
36J,B83015,TONG MEDICAL PRACTICE,2023/9/1,26,1315.21,83,3840.57,78,109.29,229,572.02,211,8515.59,10,132.91,109,1506.09
36J,B83015,TONG MEDICAL PRACTICE,2023/10/1,24,1197.47,71,3370.25,86,110.54,258,741.96,235,9705.9,8,75.95,113,1599.59
36J,B83015,TONG MEDICAL PRACTICE,2023/11/1,25,1207.98,83,3784.34,79,104.84,261,698.17,250,10259.65,9,98.98,100,1190.56
36J,B83015,TONG MEDICAL PRACTICE,2023/12/1,25,1124.44,78,3502.54,94,115.55,250,715.38,242,9751.65,6,60.39,115,1465.89
